"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSMUSG00000079501",137.528164915799,-0.924965316755741,0.327231116052671,-2.82664230686076,0.0047038838243225,0.631638945349366
"ENSMUSG00000019278",2517.88200665352,-0.716214741638562,0.253778260978378,-2.82220683078754,0.00476944066270773,0.635626584560109
"ENSMUSG00000032942",1750.51138162959,-0.556074014220066,0.197417727584985,-2.81673799522733,0.00485140841940582,0.641725479357971
"ENSMUSG00000094091",17.2987479650606,2.55098957813607,0.907993730925476,2.80947928521044,0.00496217123544799,0.651514704802337
"ENSMUSG00000020889",2405.65278405249,-0.594518331538931,0.213382827382078,-2.78615828102419,0.00533368209419773,0.685327391796327
"ENSMUSG00000028444",44.6556842356743,-1.08978598972551,0.391160050198791,-2.78603602073286,0.0053356942210377,0.685327391796327
"ENSMUSG00000052485",155.05782790937,-0.974645315937822,0.349331122433794,-2.79003287524873,0.00527026898384667,0.685327391796327
"ENSMUSG00000022490",44.301875924465,-1.07177494250906,0.385493779067203,-2.78026520973304,0.00543145203556399,0.691866186795396
"ENSMUSG00000028702",43.8374907430871,-1.48576096008892,0.53477633037218,-2.77828481872954,0.00546466945846857,0.691866186795396
"ENSMUSG00000047189",142.86251734403,1.42484333084814,0.513757219901381,2.77337870039403,0.00554775184618296,0.697403556550305
"ENSMUSG00000020692",332.158424510535,-0.658592810576455,0.237976246453321,-2.76747289022242,0.00564927437420591,0.7051647062169
"ENSMUSG00000030131",10.3603671860063,-3.21341836261976,1.16454618426487,-2.75937391409535,0.00579122300880713,0.717828166651094
"ENSMUSG00000004891",1618.70455624091,-0.457488107909727,0.166464376395431,-2.74826433027916,0.00599116875210133,0.721197263228453
"ENSMUSG00000027274",906.321814398996,0.504714518502968,0.183418539361266,2.75170939786446,0.00592851041053735,0.721197263228453
"ENSMUSG00000031226",381.352232339894,0.617147112578834,0.224648846354842,2.74716350692505,0.00601131577985244,0.721197263228453
"ENSMUSG00000037225",876.347028239258,0.598370804523873,0.217601281594505,2.74984963387726,0.00596226176306145,0.721197263228453
"ENSMUSG00000049577",409.897643807554,-0.731404578546822,0.266644334396363,-2.74299688460509,0.00608812630873899,0.721197263228453
"ENSMUSG00000084372",66.9422222364632,-1.95310103163795,0.711737499250665,-2.74413113499601,0.00606712962469677,0.721197263228453
"ENSMUSG00000107233",1180.33423379004,3.08439056950006,1.12479358344649,2.74218364586429,0.00610322084537477,0.721197263228453
"ENSMUSG00000037583",386.945990196872,-0.583746782446357,0.213369525109877,-2.73584890881559,0.00622195868323733,0.730359057353521
"MSTRG.39185",1714.43368524123,3.80886965602948,1.39676142524556,2.72692930029899,0.0063926734579305,0.745461427906699
"ENSMUSG00000074240",10.204917518853,-2.27522511910582,0.835960119665331,-2.72169098212088,0.00649488441502853,0.752430236969808
"ENSMUSG00000040715",21.4680473905249,2.04426183014211,0.754279965776917,2.71021626305094,0.00672393506130431,0.773907460789733
"MSTRG.25648",875.873375691288,-0.664229218269021,0.245430227724966,-2.7063871652084,0.00680196931921437,0.777838104406933
"ENSMUSG00000028017",266.63225904184,-0.585019013343942,0.216349298781168,-2.70404857625942,0.00685002744519654,0.778312413244287
"ENSMUSG00000019124",530.333327954613,0.571260738624433,0.21250262657794,2.68825260103273,0.0071827038561238,0.78775967084854
"ENSMUSG00000030888",519.932046985626,-0.517598961660375,0.192498792845279,-2.68884263641277,0.00717002105174721,0.78775967084854
"ENSMUSG00000036334",244.545587968847,0.729521789253016,0.270592117925284,2.69602010157019,0.00701734318123852,0.78775967084854
"ENSMUSG00000097652",30315.5423939848,0.65288798253725,0.242938939122126,2.68745712357393,0.00719983450930682,0.78775967084854
"ENSMUSG00000111761",218.905102246632,0.662240514924287,0.246108184528525,2.69085124573552,0.00712699657008349,0.78775967084854
"ENSMUSG00000113581",20.5221370029376,-2.26140522745651,0.839581066439492,-2.69349240692946,0.00707077559903153,0.78775967084854
"ENSMUSG00000108352",205.805641001578,-0.748852974223026,0.279365081304296,-2.68055324139578,0.00735005711398206,0.799262345676883
"ENSMUSG00000091938",23.6215115082662,-1.99988026235951,0.746834546840364,-2.67780898837689,0.00741054656916837,0.800926450844569
"ENSMUSG00000027931",1049.73572696324,-0.474036029373801,0.177481549441069,-2.67090314946343,0.0075647469965523,0.805923223295978
"ENSMUSG00000047361",8.97976891552853,4.60236877791865,1.72206927864836,2.6725805024122,0.00752703118621955,0.805923223295978
"ENSMUSG00000053441",36.3820098965702,1.17666505028216,0.44075738275903,2.66964342812939,0.00759318354247832,0.805923223295978
"ENSMUSG00000017376",659.911577104843,-0.460026689562589,0.173535534573174,-2.65090772730821,0.00802757694058069,0.816493673777394
"ENSMUSG00000026564",1084.97483165553,-0.461405466998087,0.17367827333566,-2.65666774626639,0.00789171783372572,0.816493673777394
"ENSMUSG00000029482",256.289296418783,-1.9961685282926,0.753104057202649,-2.65058793562635,0.00803518072770966,0.816493673777394
"ENSMUSG00000048142",63.5165053958583,-1.50495240049317,0.565469329128659,-2.66142180127112,0.00778114128523871,0.816493673777394
"ENSMUSG00000053580",409.372545723143,0.544047138819735,0.205038099166518,2.65339534960231,0.00796864760977834,0.816493673777394
"ENSMUSG00000086451",118.6287177977,0.808455919692734,0.305136216406788,2.64949185387732,0.00806129156056665,0.816493673777394
"ENSMUSG00000109338",8.47427913988348,4.36736599568121,1.64137648753251,2.66079478343612,0.00779564543879199,0.816493673777394
"ENSMUSG00000114893",23.4545674329457,-1.9662009614621,0.741522064584082,-2.65157445121331,0.00801174475188002,0.816493673777394
"ENSMUSG00000021250",95.0601844903809,1.22830267318015,0.464068593612705,2.64681275588593,0.00812543299621759,0.818314203738391
"ENSMUSG00000013921",221.164377490765,-0.93546522087344,0.354013077661085,-2.64245950193119,0.00823063076946649,0.824225595416912
"ENSMUSG00000048787",292.283738062964,-0.500172085443689,0.189500548894517,-2.63942288484929,0.00830473148007712,0.82697396339532
"ENSMUSG00000098934",142.212406169985,0.989693878263812,0.375271444174261,2.63727468110853,0.00835751267369116,0.827580514755173
"ENSMUSG00000086327",34.1134792626228,-1.29007846116361,0.490233334347767,-2.63156005676359,0.00849938437480474,0.832329215709469
"ENSMUSG00000097290",204.148973242716,0.92176832291205,0.350268738094318,2.63160317397164,0.00849830593008945,0.832329215709469
"ENSMUSG00000036022",219.739851274771,0.620649378497739,0.237326484961594,2.61517115798592,0.00891827523129695,0.857123969408098
"ENSMUSG00000040254",188.595089972633,0.829286090868024,0.31745822784782,2.61226838091454,0.00899436154075634,0.857123969408098
"ENSMUSG00000075184",8.54781892415924,2.84275461382819,1.0875355909701,2.61394168377736,0.00895043120562773,0.857123969408098
"ENSMUSG00000089739",38.2462159304196,-1.15482640787977,0.441769681972,-2.61409158438574,0.0089465051328429,0.857123969408098
"MSTRG.42624",13.1363080225652,3.12479504424784,1.19343412224145,2.61832218973175,0.00883633298338054,0.857123969408098
"ENSMUSG00000022179",170.015900040891,-0.754514437564835,0.28972654207056,-2.6042296027579,0.00920810473137445,0.866991196762637
"ENSMUSG00000029368",56.2235390488174,-3.01650017808187,1.16052225136052,-2.59926095733668,0.00934247213436749,0.866991196762637
"ENSMUSG00000033207",91.6598273146307,0.756363088479266,0.29052490381906,2.60343632692615,0.00922944096504776,0.866991196762637
"ENSMUSG00000057789",703.088462866262,-0.532095321460031,0.204489098594021,-2.60207182250051,0.00926624440405748,0.866991196762637
"ENSMUSG00000097308",13.7276234719873,1.73196471819378,0.66596777692426,2.60067345329045,0.00930409706589324,0.866991196762637
"ENSMUSG00000002948",1342.07665579826,-0.839585847211468,0.324783281932218,-2.58506485375897,0.00973606821889258,0.880468414183015
"ENSMUSG00000028284",2538.08006912765,-0.383765135957522,0.148140143624943,-2.59055463675752,0.0095821409564257,0.880468414183015
"ENSMUSG00000035112",388.973232619486,-0.750277003527946,0.289813070146696,-2.58883080444983,0.00963023990595249,0.880468414183015
"ENSMUSG00000048482",249.493228031459,-0.656095755427893,0.253784060631407,-2.58525202014479,0.00973078421264741,0.880468414183015
"ENSMUSG00000053141",11.7841288203102,-3.5001379030645,1.3522375154423,-2.58840467232536,0.00964216311978663,0.880468414183015
"ENSMUSG00000040904",75.9266357456048,0.883352287362957,0.34327291535783,2.57332357970085,0.0100726985272195,0.903071421201361
"ENSMUSG00000050628",898.290936063989,-0.581205694902017,0.226046833610142,-2.57117379447309,0.0101354449329294,0.903071421201361
"ENSMUSG00000079061",28.1545016652595,-4.39211395782613,1.70829097562003,-2.57105728503424,0.0101388554481845,0.903071421201361
"ENSMUSG00000058258",193.76303859716,0.609158962003936,0.237121976727495,2.56896880842046,0.0102001638149265,0.903989518097859
"ENSMUSG00000039748",21.6774900931614,-2.18137581432565,0.850011825801498,-2.56628878341636,0.0102793207900352,0.906472442802853
"ENSMUSG00000045455",105.700882353547,-1.04433911035288,0.408925577039695,-2.55386106663487,0.0106535756687545,0.930219845954061
"ENSMUSG00000111556",818.810295874814,0.555535835980024,0.217451593572956,2.5547563338212,0.0106262156009837,0.930219845954061
"ENSMUSG00000036446",5389.83206625999,0.722117256776297,0.283982929924054,2.54281923554143,0.010996210058773,0.937056842748807
"ENSMUSG00000037995",66.2814577462219,-0.910824085440988,0.35813510102422,-2.54324159468354,0.0109829260250562,0.937056842748807
"ENSMUSG00000042439",810.570570521201,-0.574762610991804,0.226023574538651,-2.54293213513229,0.0109926577451289,0.937056842748807
"ENSMUSG00000061322",106.863986675826,-0.825363628092658,0.324397508127868,-2.54429706583111,0.0109497916842849,0.937056842748807
"ENSMUSG00000114062",18.8370138815326,-2.42080075280841,0.951224798040428,-2.54493023919833,0.0109299571676365,0.937056842748807
"ENSMUSG00000001864",102.487915978531,-0.948667613959198,0.374061650115211,-2.53612636758408,0.0112086279494489,0.937486467843115
"ENSMUSG00000022508",944.394349774356,-0.717175058030087,0.283240129050485,-2.53203901733238,0.0113401371813957,0.937486467843115
"ENSMUSG00000024905",38.9040450918395,-1.28560382721928,0.507431188074052,-2.53355303622305,0.0112912652017355,0.937486467843115
"ENSMUSG00000025409",865.393330147976,-0.651154781827738,0.25698656185206,-2.53380868297148,0.011283031498218,0.937486467843115
"ENSMUSG00000050821",677.721922792014,-0.507922694609174,0.200274490809368,-2.53613274739338,0.0112084237442089,0.937486467843115
"ENSMUSG00000064330",15.6711062994969,-2.00592508949907,0.789485309010766,-2.5408010340465,0.0110598837991252,0.937486467843115
"ENSMUSG00000086324",20.5094964505111,2.73671256228514,1.08124689999163,2.53107089815133,0.0113714860697472,0.937486467843115
"MSTRG.36201",24.8543211907961,1.39320067353542,0.551322445167073,2.52701606065253,0.0115036241945019,0.943989531701603
"ENSMUSG00000072852",243.761927928573,-0.912456743396486,0.361729655677695,-2.52248254760039,0.0116529732396914,0.951838482366502
"ENSMUSG00000023868",128.954444358564,0.833621481494229,0.331998973434413,2.51091584070489,0.0120418401369283,0.958879257647763
"ENSMUSG00000032946",2042.19163460151,-0.656549622431193,0.261236081218118,-2.51324250222162,0.011962707241718,0.958879257647763
